,cartodb_id,the_geom,uid,idold,idagency,facname,addressnum,streetname,address,city,boro,borocode,zipcode,latitude,longitude,xcoord,ycoord,bin,bbl,commboard,council,censtract,nta,facdomain,facgroup,facsubgrp,factype,capacity,util,captype,utilrate,area,areatype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,datasource,dataname,dataurl,datadate,pgtable,uid_merged
11432,10823,0101000020E610000016359886E17E52C015376E313F574440,43300,,NYCACS: 328003,Alonzo A. Daughtry Memorial Dc,565,Baltic Street,565 Baltic Street,Brooklyn,Brooklyn,3,11217.0,40.681616,-73.982515,989099.6738,187607.9525,3006388.0,3004010001.0,306.0,33,12700,BK38,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 34,,NYCACS: Seats in Contract,,,,,Non-public,Alonzo A. Daughtry Memorial DCC,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11433,10824,0101000020E61000002976340EF57B52C0ABE80FCD3C6B4440,17529,,NYCACS: 737301,Rena Day Care Center,639,Edgecombe Avenue,639 Edgecombe Avenue,New York,Manhattan,1,10032.0,40.837793,-73.936832,1001728.9733,244514.0819,1062652.0,1021110058.0,112.0,10,24900,MN36,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 136,,NYCACS: Seats in Contract,,,,City Leased,Non-public,"Rena Day Care Center, Inc",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11434,10825,0101000020E610000040DCD5ABC87252C06C921FF12B5A4440,4716,,NYCACS: 843701,Charles R Drew Elc 3,165-15,Archer Avenue,165-15 Archer Avenue,Jamaica,Queens,4,11433.0,40.704466,-73.793498,1041505.2357,196000.0618,4216225.0,4101550029.0,412.0,27,44400,QN61,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 45,,NYCACS: Seats in Contract,,,,City Leased,Non-public,Queens County Educators For Tomorrow,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11435,10826,0101000020E6100000CC96AC8A708052C0DA3BA3AD4A564440,44028,,NYCACS: 387304,Bumble Bees R Us 2,76,Lorraine Street,76 Lorraine Street,Brooklyn,Brooklyn,3,11231.0,40.674154,-74.006869,982344.6702,184889.0915,3338801.0,3005800016.0,306.0,38,5300,BK33,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 33,,NYCACS: Seats in Contract,,,,,Non-public,"BumbleBees R Us, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11436,10827,0101000020E6100000522635B4017952C09F5912A0A6564440,42953,,NYCACS: 300403,St. Malachy Ecdc,220,Hendrix Street,220 Hendrix Street,Brooklyn,Brooklyn,3,11207.0,40.67696,-73.890729,1014559.3447,185930.081,3327068.0,3039470005.0,305.0,37,119800,BK82,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 28,,NYCACS: Seats in Contract,,,,,Non-public,"Catholic Charities Neighborhood Services, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11437,10828,0101000020E61000007EFD101B2C7B52C08202EFE4D36B4440,3560,,NYCACS: 121706,Highbridge Advisory Ecc#3,1399,Ogden Avenue,1399 Ogden Avenue,Bronx,Bronx,2,10452.0,40.842404,-73.924567,1005121.5751,246196.6855,2116205.0,2025350010.0,204.0,16,20100,BX26,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 64,,NYCACS: Seats in Contract,,,,City Owned,Non-public,"Highbridge Advisory Council Family Services, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11438,10829,0101000020E6100000F530B43A397552C0F96A47718E5A4440,27432,,NYCACS: 888601,Sholom Day Care 1,82-04,Lefferts Boulevard,82-04 Lefferts Boulevard,Kew Gardens,Queens,4,11415.0,40.707472,-73.831618,1030933.8918,197072.4135,4079530.0,4033300033.0,409.0,29,77500,QN60,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 54,,NYCACS: Seats in Contract,,,,,Non-public,Sholom Day Care Inc.,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11439,10842,0101000020E610000044149337C07852C015E0BBCD1B554440,42319,,NYCACS: 335501,United Community DCC,613,New Lots Avenue,613 New Lots Avenue,Brooklyn,Brooklyn,3,11207.0,40.664911,-73.886732,1015673.6047,181541.5811,3090717.0,3040890025.0,305.0,42,112400,BK82,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 94,,NYCACS: Seats in Contract,,,,,Non-public,United Community Day Care Center,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11440,10830,0101000020E6100000852348A5D87252C00395F1EF33564440,6479,,NYCACS: 827801,Alpha Kappa Alpha Sorority,144-06,Rockaway Boulevard,144-06 Rockaway Boulevard,Jamaica,Queens,4,11436.0,40.67346,-73.794473,1041261.4691,184702.9767,4261925.0,4120620051.0,412.0,28,79000,QN76,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 90,,NYCACS: Seats in Contract,,,,City Leased,Non-public,"Alpha Kappa Alpha Sorority Epsilon Pi Omega Chpt DCC, Inc,",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11441,10831,0101000020E6100000E7E44526E07052C081CD397826564440,5110,,NYCACS: 880310,Babove 22,137-37,Farmers Boulevard,137-37 Farmers Boulevard,Springfield Gardens,Queens,4,11413.0,40.673049,-73.763681,1049803.0721,184574.5612,4280110.0,4130210023.0,412.0,31,33000,QN02,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 73,,NYCACS: Seats in Contract,,,,,Non-public,"B'Above Worldwide Institute, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11442,10832,0101000020E6100000634337FB037D52C02194F77134554440,8200,,NYCACS: 345702,All My Children Daycare 11,317,Rogers Avenue,317 Rogers Avenue,Brooklyn,Brooklyn,3,11225.0,40.665663,-73.953368,997186.8507,181798.8398,3034153.0,3012960001.0,309.0,35,32100,BK63,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 80,,NYCACS: Seats in Contract,,,,City Leased,Non-public,All My Children Daycare,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11443,10833,0101000020E61000008CBE8234637E52C0651BB80375644440,34890,,NYCACS: 728501,Goddard Riverside #2,128,West   83 Street,128 West   83 Street,New York,Manhattan,1,10024.0,40.784821,-73.974805,991227.0943,225209.2249,1032080.0,1012130042.0,107.0,6,16900,MN12,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 46,,NYCACS: Seats in Contract,,,,,Non-public,"Goddard Riverside Community Center, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11444,10834,0101000020E6100000601E32E5437B52C03046240A2D6B4440,20908,,NYCACS: 121705,Highbridge Advisory Cnl Nelson,1181,Nelson Avenue,1181 Nelson Avenue,Bronx,Bronx,2,10452.0,40.837312,-73.926019,1004721.2859,244341.251,2003301.0,2025160051.0,204.0,16,19900,BX26,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 47,,NYCACS: Seats in Contract,,,,City Leased,Non-public,"Highbridge Advisory Council Family Services, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11445,10835,0101000020E6100000B7B75B92037852C0603DEE5BAD554440,346,,NYCACS: 343301,Friends Of Crown Heights 16,668,Logan Street,668 Logan Street,Brooklyn,Brooklyn,3,11208.0,40.669353,-73.875218,1018865.6314,183164.5576,3098472.0,3044570001.0,305.0,42,111800,BK82,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 83,,NYCACS: Seats in Contract,,,,City Leased,Non-public,"Friends of Crown Heights Educational Ctrs, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11446,10836,0101000020E61000000F5F268A907E52C0255987A3AB564440,43115,,NYCACS: 348401,Helen Owen Carey Cdc,71,Lincoln Place,71 Lincoln Place,Brooklyn,Brooklyn,3,11217.0,40.677113,-73.977572,990471.0825,185967.8722,3019440.0,3009470054.0,306.0,39,13100,BK37,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 85,,NYCACS: Seats in Contract,,,,,Non-public,"University Settlement Society of NY, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11447,10837,0101000020E6100000593332C85D7C52C00D71AC8BDB5A4440,43964,,NYCACS: 352905,Graham CCC,222,Graham Avenue,222 Graham Avenue,Brooklyn,Brooklyn,3,11206.0,40.709825,-73.943224,999990.534,197890.0887,3344971.0,3030260001.0,301.0,34,49300,BK78,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 37,,NYCACS: Seats in Contract,,,,,Non-public,"Colony-South Brooklyn Houses, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11448,10838,0101000020E6100000062B4EB5168052C0A568E55E60564440,1387,,NYCACS: 312101,Strong Place For Hope Clinton,595,Clinton Street,595 Clinton Street,Brooklyn,Brooklyn,3,11231.0,40.674816,-74.001386,983865.6053,185130.2305,3008517.0,3005520005.0,306.0,38,5300,BK33,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 100,,NYCACS: Seats in Contract,,,,,Non-public,"Strong Place Day Care Center, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11449,10839,0101000020E6100000417DCB9C2E7D52C0D31742CEFB534440,43184,,NYCACS: 331601,Parkside Ecdc,525,Parkside Avenue,525 Parkside Avenue,Brooklyn,Brooklyn,3,11225.0,40.656122,-73.95597,996466.6852,178322.3866,3115846.0,3050490001.0,309.0,40,80200,BK60,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 24,,NYCACS: Seats in Contract,,,,,Non-public,"Catholic Charities Neighborhood Services, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11450,10840,0101000020E6100000C2189128B48052C00B60CAC001534440,40621,,NYCACS: 2375301,Sunset Park Chldrn's Schl,4616,4 Avenue,4616 4 Avenue,Brooklyn,Brooklyn,3,11220.0,40.648491,-74.010996,981198.5452,175539.3233,3011823.0,3007550045.0,307.0,38,8000,BK32,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 29,,NYCACS: Seats in Contract,,,,,Non-public,Sunset Park Children's School,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11451,10841,0101000020E6100000431A1538D97052C0B75F3E5931584440,5061,,NYCACS: 1581403,Quick Start Elc,118-46,Riverton Street,118-46 Riverton Street,Saint Albans,Queens,4,11412.0,40.689006,-73.763258,1049904.7426,190388.7744,4268949.0,4124490048.0,412.0,27,36600,QN08,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 62,,NYCACS: Seats in Contract,,,,,Non-public,Quick Start Day Care Center Inc.,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11452,10843,0101000020E6100000AE47E17A147D52C0A13028D368564440,2958,,NYCACS: 345703,Friends Of Crown Heights 2,671,Prospect Place,671 Prospect Place,Brooklyn,Brooklyn,3,11216.0,40.675074,-73.954375,996905.5879,185227.298,3030896.0,3012240045.0,308.0,35,22100,BK61,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 137,,NYCACS: Seats in Contract,,,,City Leased,Non-public,"Friends of Crown Heights Educational Ctrs, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11453,10844,0101000020E61000008CD7BCAAB37F52C0D74E948444524440,43284,,NYCACS: 1601763,Sunny  Skies  Pre-School,969,43 Street,969 43 Street,Brooklyn,Brooklyn,3,11219.0,40.642716,-73.995341,985542.8941,173435.0056,3135794.0,3055950043.0,312.0,38,11200,BK34,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 60,,NYCACS: Seats in Contract,,,,,Non-public,Sunny Skies Prospect Corp.,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11454,10845,0101000020E61000006A317898F67C52C00ABFD4CF9B5A4440,1652,,NYCACS: 349201,Nuestros Ninos 1,384,South    4 Street,384 South    4 Street,Brooklyn,Brooklyn,3,11211.0,40.70788,-73.952551,997405.0242,197179.8248,3063507.0,3024510008.0,301.0,34,52700,BK73,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 140,,NYCACS: Seats in Contract,,,,City Leased,Non-public,"Nuestros Ninos Day Care Center, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11455,10846,0101000020E61000003604C765DC7052C0F357C85C19584440,27745,,NYCACS: 889001,St. Albans Montessori DCC,118-49,Montauk Street,118-49 Montauk Street,Saint Albans,Queens,4,11412.0,40.688274,-73.763452,1049851.5964,190121.6349,4268969.0,4124510014.0,412.0,27,36600,QN08,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 60,,NYCACS: Seats in Contract,,,,,Non-public,"St. Albans Montessori Day Care Center, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11456,10847,0101000020E610000069C6A2E9EC7C52C097E2AAB2EF584440,43159,,NYCACS: 1601816,Our Chdrn The Ldrs Of Tomrw 1,756,Myrtle Avenue,756 Myrtle Avenue,Brooklyn,Brooklyn,3,11206.0,40.694815,-73.95196,997571.7067,192419.915,3393745.0,3017547502.0,303.0,36,25300,BK75,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 85,,NYCACS: Seats in Contract,,,,,Non-public,"Our Children the Leaders of Tomorrow, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11457,10848,0101000020E61000007BDD2230D67C52C0D520CCED5E584440,43160,,NYCACS: 350108,Salvation Army Bedford,110,Kosciuszko Street,110 Kosciuszko Street,Brooklyn,Brooklyn,3,11216.0,40.690397,-73.950573,997957.0609,190810.39,3049768.0,3017840011.0,303.0,36,25300,BK75,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 32,,NYCACS: Seats in Contract,,,,,Non-public,The Salvation Army,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11458,10849,0101000020E6100000F7031E18407952C0705D3123BC6D4440,33995,,NYCACS: 1122702,Concourse House,2348,Webster Avenue,2348 Webster Avenue,Bronx,Bronx,2,10458.0,40.857304,-73.894537,1013423.8777,251634.0182,2115299.0,2030310021.0,206.0,15,38302,BX40,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 42,,NYCACS: Seats in Contract,,,,,Non-public,Fordham Bedford Housing Corporation,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11459,10850,0101000020E61000001137A792017A52C00DFE7E315B6E4440,33821,,NYCACS: 156001,Tolentine-Zeiser DCC,2340,Andrews Avenue,2340 Andrews Avenue,Bronx,Bronx,2,10468.0,40.862158,-73.906346,1010155.248,253398.8451,2094684.0,2032180035.0,207.0,14,25500,BX30,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 151,,NYCACS: Seats in Contract,,,,,Non-public,Tolentine Zeiser Community Life Center.Inc,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11460,10851,0101000020E61000000A117008557752C08EEBDFF599554440,45335,,NYCACS: 352904,Marie Durdin CCC,2700,Linden Boulevard,2700 Linden Boulevard,Brooklyn,Brooklyn,3,11208.0,40.668761,-73.864565,1021821.2223,182953.0635,3326995.0,3044880001.0,305.0,42,121400,BK82,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 35,,NYCACS: Seats in Contract,,,,,Non-public,"Colony-South Brooklyn Houses, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11461,10852,0101000020E61000003DEFC682C27952C0DE8FDB2F9F6A4440,33659,,NYCACS: 320702,United Bronx Parents DCC,1332,Fulton Avenue,1332 Fulton Avenue,Bronx,Bronx,2,10456.0,40.832983,-73.902497,1011231.82,242770.4073,2009685.0,2029310015.0,203.0,16,14900,BX35,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 70,,NYCACS: Seats in Contract,,,,,Non-public,"United Bronx Parents, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11462,10853,0101000020E61000009CC1DF2F667752C06C938AC6DA694440,31504,,NYCACS: 121902,Bronxdale Nursery,1065,Beach Avenue,1065 Beach Avenue,Bronx,Bronx,2,10472.0,40.826989,-73.865612,1021442.2455,240600.0064,2092801.0,2037250001.0,209.0,18,4400,BX55,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 60,,NYCACS: Seats in Contract,,,,,Non-public,"Bronxdale Tenants League DCC, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11463,10854,0101000020E61000003DEFC682C27952C0DE8FDB2F9F6A4440,33660,,NYCACS: 125901,1332 Fulton Ave DCC,1332,Fulton Avenue,1332 Fulton Avenue,Bronx,Bronx,2,10456.0,40.832983,-73.902497,1011231.82,242770.4073,2009685.0,2029310015.0,203.0,16,14900,BX35,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 97,,NYCACS: Seats in Contract,,,,,Non-public,"1332 Fulton Avenue Day Care Center, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
